Rockwell's Deli,105 Broad Street,,New York,NY,10004,7-31,Casual Eating & Takeout,F-Deli,40.703182,-74.0113458
Au Bon Pain,1 State Street Plaza,,New York,NY,10004,9-1,Casual Eating & Takeout,F-Cafe & Eatery,40.70276399999999,-74.01334659999999
Starbucks Coffee,1 Battery Park Plaza,,New York,NY,10004,9-29,Casual Eating & Takeout,F-Coffeehouse,40.7033758,-74.0138065
US Post Office-Whitehall Station,1 Whitehall Street,,New York,NY,10004,10-1,Community Resources,C-Post Office,40.7020841,-74.0118801
Flavors Cafe,27 Whitehall Street,,New York,NY,10004,10-15,Casual Eating & Takeout,F-Cafe & Eatery,40.703459,-74.0126638
"Reyna's Nail Salon, Inc.",27 Whitehall Street,2nd Floor,New York,NY,10004,10-15,Personal and Professional Services,P-Nail Salon,40.703459,-74.0126638
Broad-Stone Newsstand,20 Stone Street,,New York,NY,10004,10-16,Personal and Professional Services,P-Newsstands,40.7039603,-74.0119572
China Chalet,90 Broad Street,,New York,NY,10004,10-16,Full Service Dining,F-Chinese,40.7037939,-74.01199609999999
Pax Wholesome Foods,90 Broad Street,,New York,NY,10004,10-16,Casual Eating & Takeout,F-Cafe & Eatery,40.7037939,-74.01199609999999
New Stone Nails,90 Broad Street,,New York,NY,,10-16,Personal and Professional Services,P-Nail Salon,40.7037939,-74.01199609999999
Whitehorse Tavern,25 Bridge Street,,New York,NY,10004,10-19,Full Service Dining,F-Restaurant & Bar,40.704009,-73.98432799999999
Duane Reade,1 Whitehall Street,,New York,NY,10004,10-23,Shopping,S-Drugstores,40.7020841,-74.0118801
California Wine Merchants,15 Bridge Street,,New York,NY,10004,10-23,Shopping,S-Liquor Store,40.7041035,-73.9846014
General Nutrition Center,2 Broadway,,New York,NY,10004,11-1,Shopping,S-Nutrition & Health,40.7045399,-74.0130866
Chipotle,2 Broadway,,New York,NY,10004,11-01,Casual Eating & Takeout,F-Mexican,40.7045399,-74.0130866
Nine West,2 Broadway,,New York,NY,10004,11-1,Shopping,S-Shoes: Women's,40.7045399,-74.0130866
Ann Taylor Loft,2 Broadway,,New York,NY,10004,11-1,Shopping,S-Apparel: Women's,40.7045399,-74.0130866
Aerosoles,2 Broadway,,New York,NY,10004,11-01,Shopping,S-Shoes: Women's,40.7045399,-74.0130866
Starbucks Coffee,2 Broadway,,New York,NY,10004,11-1,Casual Eating & Takeout,F-Coffeehouse,40.7045399,-74.0130866
MCU Municipal Credit Union - ATM,2 Broadway,,New York,NY,10004,11-1,Personal and Professional Services,P-Banks and Check Cashing,40.7045399,-74.0130866
Burger King,16 Beaver Street,,New York,NY,10004,11-7,Casual Eating & Takeout,F-Fast Food,40.7048083,-74.0125066
Ciao Bow Wow Dog Daycare,16 Beaver Street,2nd Floor,New York,NY,10004,11-07,Shopping,"S-Pet Stores, Supplies & Services",40.7048083,-74.0125066
Candy Plus,16 Beaver Street,,New York,NY,10004,11-7,Shopping,S-Candy & Chocolate,40.7048083,-74.0125066
Yip's Restaurant,18 Beaver Street,,New York,NY,10004,11-09,Casual Eating & Takeout,F-Chinese,40.7048111,-74.0123928
Georgio's Pizzeria,20 Beaver Street,,New York,NY,10004,11-10,Casual Eating & Takeout,F-Pizza,40.7048362,-74.0123006
Emanuel's Hair & Nail Salon,22 Beaver Street,2nd Floor,New York,NY,10004,11-11,Personal and Professional Services,P-Hair Salon & Barber Shop,40.7048422,-74.012205
Trader's Cafe,22 Beaver Street,,New York,NY,10004,11-11,Casual Eating & Takeout,F-Deli,40.7048422,-74.012205
NYC Check Express,24 Beaver Street,,New York,NY,10004,11-12,Personal and Professional Services,P-Banks and Check Cashing,40.7048192,-74.0121199
Pay Half,80 Broad Street,,New York,NY,10004,11-21,Shopping,S-Apparel: Women's,40.7043408,-74.0118572
Citibank ATM,80 Broad Street,,New York,NY,10004,11-21,Personal and Professional Services,P-Banks and Check Cashing,40.7043408,-74.0118572
Quizno's,80 Broad Street,,New York,NY,10004,11-21,Casual Eating & Takeout,F-Fast Food,40.7043408,-74.0118572
Abigail Pessen Mediation Services,80 Broad Street,30th Floor,New York,NY,,11-21,Personal and Professional Services,P-Other,40.7043408,-74.0118572
First Republic Bank,80 Broad Street,,New York,NY,10004,11-21,Personal and Professional Services,P-Banks and Check Cashing,40.7043408,-74.0118572
Giuliano Gourmet Pizza & Deli,88 Broad Street,,New York,NY,10004,11-26,Casual Eating & Takeout,F-Pizza,40.7042701,-74.011876
Nebraska Steakhouse,15 Stone Street,,New York,NY,10004,11-27,Full Service Dining,F-Steak,40.7041934,-74.01210669999999
Urban Lobster Shack,15 Stone Street,,New York,NY,10004,11-27,Casual Eating & Takeout,F-Seafood,40.7041934,-74.01210669999999
Pizza Italia,11 Stone Street,,New York,NY,10004,11-29,Casual Eating & Takeout,F-Pizza,40.7042002,-74.0122725
Asian Fusion on Stone,11 Stone Street,2nd Floor,New York,NY,10004,11-29,Full Service Dining,F-Thai,40.7042002,-74.0122725
Ancora Ristorante,11 Stone Street,1st Floor,New York,NY,10004,11-29,Full Service Dining,F-Italian,40.7042002,-74.0122725
National Museum of the American Indian (Gift Shop),1 Bowling Green,,New York,NY,10004,12-1,Shopping,"S-Gifts, Cards & Stationery",40.70433420000001,-74.01397759999999
Dunkin Donuts,1 New York Plaza,Concourse Level,New York,NY,10004,4-7501,Casual Eating & Takeout,F-Fast Food,40.7020841,-74.0118801
Thread Eyebrow Salon,140 Nassau Street,,New York,NY,10038,100-26,Personal and Professional Services,P-Eyebrows,40.711246,-74.00616889999999
Coiffeur,140 Nassau Street,,New York,NY,10038,100-26,Personal and Professional Services,P-Hair Salon & Barber Shop,40.711246,-74.00616889999999
Bank of America ATM,140 Nassau Street,,New York,NY,10038,100-26,Personal and Professional Services,P-Banks and Check Cashing,40.711246,-74.00616889999999
Verizon Wireless,38 Park Row,,New York,NY,10038,101-1,Shopping,S-Cellular Phones,40.71165,-74.0067
The Hat Corner,145 Nassau Street,,New York,NY,10038,101-1,Shopping,S-Accessories,40.71165,-74.0067
Edible Arrangements,145 Nassau Street,1st Floor,New York,NY,10038,101-1,Shopping,S-Florist,40.71165,-74.0067
Shoetown,145 Nassau Street,,New York,NY,10038,101-1,Shopping,S-Shoes: Women's,40.71165,-74.0067
Antonella's Salon,6-8 Beekman Street,,New York,NY,10038,101-1,Personal and Professional Services,P-Hair Salon & Barber Shop,40.711423,-74.00646309999999
Starbucks Coffee,38 Park Row,,New York,NY,10038,101-1,Casual Eating & Takeout,F-Coffeehouse,40.71165,-74.0067
Optimo Cigars,38 Park Row,,New York,NY,10038,101-1,Personal and Professional Services,P-Newsstands,40.71165,-74.0067
Barnes & Noble Pace University Bookstore,41 Park Row,,New York,NY,,101-2,Shopping,S-Bookstores,40.7118,-74.0061
Bits Bites & Baguettes,22 Park Place,,New York,NY,10007,123-18,Casual Eating & Takeout,F-American,40.6792337,-73.9775973
Toastie's Deli,25 John Street,,New York,NY,10038,123-22,Casual Eating & Takeout,F-Deli,40.7098097,-74.0085713
Starbucks Coffee,233 Broadway,,New York,NY,10007,123-22,Casual Eating & Takeout,F-Coffeehouse,40.7124491,-74.0082925
Papyrus,233 Broadway,,New York,NY,10007,123-22,Shopping,"S-Gifts, Cards & Stationery",40.7124491,-74.0082925
Woolworth Tower Kitchen,9 Barclay Street,,New York,NY,10007,123-22,Full Service Dining,F-American,40.7122875,-74.00844529999999
Off Track Betting,25 Park Place,,New York,NY,10007,124-11,Personal and Professional Services,P-Gaming,40.6795333,-73.9773276
Church Street Boxing Gym,25 Park Place,Basement,New York,NY,10007,124-11,Personal and Professional Services,P-Athletic Clubs/Fitness,40.6795333,-73.9773276
AT&T,113 Church Street,,New York,NY,10007,124-12,Shopping,S-Cellular Phones,40.713568,-74.0087698
Shinjuku,105 Church Street,,New York,NY,10007,124-12,Casual Eating & Takeout,F-Japanese,40.7134407,-74.008898
Marie Costa News Stand,27 Park Place,,New York,NY,10007,124-12,Personal and Professional Services,P-Newsstands,40.6795062,-73.9772742
Sufu Nail & Spa,113 Church Street,,New York,NY,10007,124-12,Personal and Professional Services,P-Nail Salon,40.713568,-74.0087698
Yasha's Shoe Shine and Repair,109 Church Street,,New York,NY,10007,124-12,Personal and Professional Services,P-Shoe Repair/Shine,40.7134169,-74.0089138
Kunal Grocery Inc.,27 Park Place,#6,New York,NY,10007,124-12,Personal and Professional Services,P-Newsstands,40.6795062,-73.9772742
Club Remix,27 Park Place,,New York,NY,10007,124-12,Nightlife,N-Club,40.6795062,-73.9772742
Star Pizza,26 Murray Street,,New York,NY,10007,124-12,Casual Eating & Takeout,F-Pizza,40.7136113,-74.0087056
N.C.R. DVD Video Inc.,105 Church Street,,New York,NY,10007,124-12,Shopping,S-Adult Novelties,40.7134407,-74.008898
Downtown Deli,107 Church Street,,New York,NY,10007,124-12,Casual Eating & Takeout,F-Deli,40.7134526,-74.0088274
KD Connelly's,6 Murray Street,,New York,NY,10007,124-21,Full Service Dining,F-Irish Pub,40.7132703,-74.0080433
Dunkin Donuts,5 Park Place,,New York,NY,10038,124-24,Casual Eating & Takeout,F-Fast Food,40.6796336,-73.9781197
Duane Reade,250 Broadway,,New York,NY,10007,124-24,Shopping,S-Drugstores,40.7129839,-74.007819
Citibank,250 Broadway,,New York,NY,10013,124-24,Personal and Professional Services,P-Banks and Check Cashing,40.7129839,-74.007819
Sunny's Deli,11 Park Place,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Deli,40.6796678,-73.977763
Muscle Maker Grill,10 Murray Street,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Health,40.7133359,-74.0081867
Best of the Best Deli,11 Park Place,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Deli,40.6796678,-73.977763
Little Italy Pizza,11 Park Place,,New York,NY,10007,124-4,Casual Eating & Takeout,F-Pizza,40.6796678,-73.977763
Digital Hard Copy,14 Murray Street,,New York,NY,10007,124-7,Personal and Professional Services,P-Copy and Printing Services,40.7132851,-74.0083872
Taj Tribeca,18 Murray Street,,New York,NY,10007,124-7501,Casual Eating & Takeout,F-Indian,40.7133698,-74.0085033
Tent & Trails,21 Park Place,,New York,NY,10007,124-9,Shopping,S-Sporting Goods & Athletic Wear,40.6795666,-73.9774657
Amish Fine Food,53 Park Place,,New York,NY,10007,126-13,Shopping,F-Supermarket,40.679243,-73.976542
AT&T Device Support Center,33 Park Place,,New York,NY,10007,126-27,Shopping,S-Cellular Phones,40.6794632,-73.9771624
Equinox Fitness Club,54 Murray Street,,New York,NY,10007,126-27,Personal and Professional Services,P-Athletic Clubs/Fitness,40.7141901,-74.0100543
Duane Reade,37 Broadway,,New York,NY,10006,20-4,Shopping,S-Drugstores,40.7062214,-74.0132177
Emigrant Savings Bank,110 Church Street,,New York,NY,10007,126-27,Personal and Professional Services,P-Banks and Check Cashing,40.7135918,-74.0092858
Starbucks Coffee,120 Church Street,,New York,NY,10007,126-27,Casual Eating & Takeout,F-Coffeehouse,40.7136692,-74.0091652
De Janeiro,110 Church Street,,New York,NY,10007,126-27,Shopping,S-Apparel: Women's,40.7135918,-74.0092858
Dakota Roadhouse,43 Park Place,,New York,NY,10007,126-8,Nightlife,N-Bar,40.6793207,-73.9768888
Chase Bank,101 Barclay Street,,New York,NY,10007,128-2,Personal and Professional Services,P-Banks and Check Cashing,40.7144488,-74.01215069999999
Citibank,1 Broadway,,New York,NY,10004,13-1,Personal and Professional Services,P-Banks and Check Cashing,40.7049765,-74.0144337
Perfect Copy Center,11 Broadway,4th Floor,New York,NY,10004,13-5,Personal and Professional Services,P-Copy and Printing Services,40.7052529,-74.01407030000001
Cafe Plaza Deli,11 Broadway,,New York,NY,10004,13-5,Casual Eating & Takeout,F-Deli,40.7052529,-74.01407030000001
Subway,11 Broadway,,New York,NY,10004,13-5,Casual Eating & Takeout,F-Fast Food,40.7052529,-74.01407030000001
New York Wine Exchange,9 Broadway,,New York,NY,10004,13-5,Shopping,S-Liquor Store,40.7051869,-74.0142069
Radio Shack,9 Broadway,,New York,NY,10004,13-5,Shopping,S-Computers & Electronics,40.7051869,-74.0142069
Berkshire Bank,5 Broadway,,New York,NY,10004,13-5,Personal and Professional Services,P-Banks and Check Cashing,40.7051181,-74.01416449999999
Ferris Consulting Corporation,11 Broadway,4th Floor,New York,NY,10004,13-5,Personal and Professional Services,P-Other,40.7052529,-74.01407030000001
City Blossoms,2 Washington Street,,New York,NY,10004,15-1,Shopping,S-Florist,40.7056387,-74.0156958
Duane Reade,17 Battery Place,,New York,NY,10004,15-1,Shopping,S-Drugstores,40.7051606,-74.0159868
Zaytuna,17 Battery Place,,New York,NY,10004,15-1,Shopping,F-Gourmet Food Shops,40.7051606,-74.0159868
West Bank Gourmet,21 West Street,,New York,NY,10006,15-22,Casual Eating & Takeout,F-Deli,40.7063636,-74.01561699999999
Merchants NY Cafe,90 Washington Street,,New York,NY,10006,17-29,Full Service Dining,F-American,40.70803,-74.01486899999999
West Street Wine & Spirits Outlet,56 West Street,,New York,NY,10006,17-7502,Shopping,S-Liquor Store,40.70834350000001,-74.0151364
Petropolis,91 Washington Street,,New York,NY,10006,18-27,Shopping,"S-Pet Stores, Supplies & Services",40.7079952,-74.0143571
"Jeffrey Levine, Attorney At Law",19 Rector Street,,New York,NY,10006,18-27,Personal and Professional Services,P-Other,40.7079273,-74.013943
United States Postal Service Automated Postal Center,15 Rector Street,,New York,NY,,18-7501,Personal and Professional Services,P-Packaging/Shipping,40.707859,-74.0140909
Syms,42 Trinity Place,,New York,NY,10006,19-13,Shopping,S-Apparel: Men's & Women's,40.707363,-74.0135575
Tajin Mexican,85 Greenwich Street,,New York,NY,10006,19-18,Casual Eating & Takeout,F-Mexican,40.7076612,-74.0134539
NYC Check Express Inc.,46 Trinity Place,,New York,NY,10006,19-19,Personal and Professional Services,P-Banks and Check Cashing,40.7076617,-74.0133907
Check Express,46 Trinity Place,1st Floor,New York,NY,,19-19,Personal and Professional Services,P-Banks and Check Cashing,40.7076617,-74.0133907
George's New York,89 Greenwich Street,,New York,NY,10006,19-21,Casual Eating & Takeout,F-American,40.7077238,-74.0134994
Travelex,29 Broadway,,New York,NY,10006,20-1,Visitor Services,V-Currency Exchange,40.7061601,-74.013708
Bank of America,29 Broadway,,New York,NY,10006,20-1,Personal and Professional Services,P-Banks and Check Cashing,40.7061601,-74.013708
China Chalet,47 Broadway,2nd Floor,New York,NY,10006,20-12,Full Service Dining,F-Chinese,40.7066653,-74.0131375
T.G.I. Friday's,47 Broadway,,New York,NY,10006,20-12,Full Service Dining,F-Restaurant & Bar,40.7066653,-74.0131375
Cafe Exchange & Catering,49 Broadway,,New York,NY,10006,20-13,Casual Eating & Takeout,F-Deli,40.706802,-74.01329179999999
Sale & Pepe Fine Foods & Catering,1 Exchange Plaza,,New York,NY,10006,20-16,Casual Eating & Takeout,F-American,40.7067944,-74.0128876
Arce Shoe Repair,1 Exchange Plaza,,New York,NY,10006,20-16,Personal and Professional Services,P-Shoe Repair/Shine,40.7067944,-74.0128876
FedEx Kinkos,55 Broadway,,New York,NY,10006,20-16,Personal and Professional Services,P-Packaging/Shipping,40.7068263,-74.01303039999999
Blarney Stone,11 Trinity Place,,New York,NY,10006,20-4,Full Service Dining,F-Irish Pub,40.7062029,-74.0137007
Hallmark Gold Crown,39 Broadway,,New York,NY,10006,20-4,Shopping,"S-Gifts, Cards & Stationery",40.7063394,-74.0134099
Variety Cafe On Broadway,65 Broadway,,New York,NY,10006,21-4,Casual Eating & Takeout,F-Deli,40.707398,-74.0126037
New York Diamond Center,65 Broadway,Suite 744,New York,NY,,21-4,Shopping,S-Jeweler,40.707398,-74.0126037
Bean & Bean Organic Coffee,71 Broadway,,New York,NY,10006,21-6,Casual Eating & Takeout,F-Coffeehouse,40.7075758,-74.0127751
71 Cleaners,71 Broadway,Lower Level,New York,NY,10006,21-6,Personal and Professional Services,P-Dry Cleaning,40.7075758,-74.0127751
Champs Gourmet Deli,71 Broadway,,New York,NY,10006,21-6,Casual Eating & Takeout,F-Deli,40.7075758,-74.0127751
International Haircutters,1 Rector Street,,New York,NY,10006,21-6,Personal and Professional Services,P-Hair Salon & Barber Shop,40.7074221,-74.01236039999999
David Shoe Repair,71 Broadway,,New York,NY,10006,21-6,Personal and Professional Services,P-Shoe Repair/Shine,40.7075758,-74.0127751
Stapleton Factory Shoe Outlet,1 Rector Street,,New York,NY,10006,21-6,Shopping,S-Shoes: Men's,40.7074221,-74.01236039999999
Signature Bank,71 Broadway,,New York,NY,10006,21-6,Personal and Professional Services,P-Banks and Check Cashing,40.7075758,-74.0127751
Complete Entertainment Exchange,71 Broadway,Lower Level,New York,NY,10006,21-6,Shopping,S-Computers & Electronics,40.7075758,-74.0127751
"Das Smoke Shop, Inc.",26 Broadway,9th Floor,New York,NY,10004,22-13,Personal and Professional Services,P-Newsstands,40.7054423,-74.01288819999999
HSBC,26 Broadway,,New York,NY,10004,22-13,Personal and Professional Services,P-Banks and Check Cashing,40.7054423,-74.01288819999999
Sol Speedy,26 Broadway,Lobby,New York,NY,10004,22-13,Personal and Professional Services,P-Copy and Printing Services,40.7054423,-74.01288819999999
Sophie's Cuban Cuisine,73 New Street,,New York,NY,10004,22-13,Casual Eating & Takeout,F-Caribbean,40.636057,-74.13139799999999
Blue Chip Deli,26 Broadway,Lobby,New York,NY,10004,22-13,Casual Eating & Takeout,F-Deli,40.7054423,-74.01288819999999
Stir Cafe,32 Broadway,,New York,NY,10004,22-17,Casual Eating & Takeout,F-Cafe & Eatery,40.7057954,-74.0127256
Pita Grill,69 New Street,,New York,NY,10004,22-17,Casual Eating & Takeout,F-Middle Eastern,40.635989,-74.1312389
The Grotto Restaurant & Catering,69 New Street,Lower Level,New York,NY,10004,22-17,Casual Eating & Takeout,F-Pizza,40.635989,-74.1312389
Sushi by Bento Nouveau,32 Broadway,,New York,NY,10004,22-17,Casual Eating & Takeout,F-Japanese,40.7057954,-74.0127256
New Street Barber Shop,42 Broadway,Lower Level,New York,NY,10004,22-20,Personal and Professional Services,P-Hair Salon & Barber Shop,40.7059797,-74.01260289999999
Chase Bank,42 Broadway,,New York,NY,10004,22-20,Personal and Professional Services,P-Banks and Check Cashing,40.7059797,-74.01260289999999
Staples,42 Broadway,,New York,NY,10004,22-20,Shopping,S-Office Supplies & Equipment,40.7059797,-74.01260289999999
VMS Candy & Cigar Corporation,42 Broadway,Lobby,New York,NY,10004,22-20,Personal and Professional Services,P-Newsstands,40.7059797,-74.01260289999999
Daffy's,50 Broadway,,New York,NY,10004,22-22,Shopping,S-Apparel: Men's & Women's,40.7062417,-74.0124507
Pret A Manger,50 Broadway,,New York,NY,10004,22-24,Casual Eating & Takeout,F-Cafe & Eatery,40.7062417,-74.0124507
Trade Center Lock & Hardware,45 New Street,,New York,NY,10004,22-24,Personal and Professional Services,P-Hardware & Locksmiths,40.705964,-74.012220
Cafe Bravo,52 Broadway,,New York,NY,10004,22-28,Casual Eating & Takeout,F-Deli,40.7064819,-74.0122811
Amalgamated Bank,52 Broadway,,New York,NY,10004,22-28,Personal and Professional Services,P-Banks and Check Cashing,40.7064819,-74.0122811
Bank of New York Mellon,1 Wall Street,,New York,NY,10286,23-7,Personal and Professional Services,P-Banks and Check Cashing,40.707491,-74.0116385
"Christopher Norman Chocolates, Ltd.",60 New Street,,New York,NY,10004,24-1,Shopping,S-Candy & Chocolate,40.635488,-74.131215
Pret A Manger,60 Broad Street,,New York,NY,10005,24-1,Casual Eating & Takeout,F-Cafe & Eatery,40.7051602,-74.0117503
Au Bon Pain,60 Broad Street,,New York,NY,10004,24-1,Casual Eating & Takeout,F-Cafe & Eatery,40.7051602,-74.0117503
LensCrafters Optique,60 Broad Street,,New York,NY,10004,24-1,Personal and Professional Services,S-Glasses & Sunglasses,40.7051602,-74.0117503
Blue Chip Unisex Salon,44 New Street,,New York,NY,10004,24-19,Personal and Professional Services,P-Hair Salon & Barber Shop,40.706034,-74.011776
Mohan Jewelers,44 New Street,,New York,NY,,24-19,Shopping,S-Jeweler,40.706034, -74.011776
Champs Gourmet Deli,30 Broad Street,,New York,NY,10004,24-29,Casual Eating & Takeout,F-Deli,40.706108,-74.011544
Dijon,30 New Street,,New York,NY,10004,24-29,Shopping,S-Apparel: Women's,40.706245,-74.011596
Subway,30 New Street,,New York,NY,10004,24-29,Casual Eating & Takeout,F-Fast Food,40.706245,-74.011596
Roman Shoe Repair & Shine,30 New Street,Ground Level,New York,NY,10004,24-29,Personal and Professional Services,P-Shoe Repair/Shine,40.706245,-74.011596
SHO Shaun Hergatt at The Setai,40 Broad Street,,New York,NY,10012,24-32,Full Service Dining,F-Euro Asian,40.7060375,-74.0117772
Liberty Travel,50 Broad Street,,New York,NY,10004,24-36,Personal and Professional Services,P-Travel Agency,40.70569990000001,-74.011785
New York Lottery,15 Beaver Street,,New York,NY,10004,24-38,Personal and Professional Services,P-Gaming,40.7051255,-74.0124165
Gary Vending,25 Beaver Street,Lobby,New York,NY,10004,24-38,Personal and Professional Services,P-Newsstands,40.7052085,-74.0122216
Broad Street Jewelers,29 Beaver Street,,New York,NY,10004,24-38,Shopping,S-Jeweler,40.7049756,-74.01192309999999
The Setai Spa,40 Broad Street,Floor 3,New York,NY,10004,24-7501,Personal and Professional Services,P-Spa,40.7060375,-74.0117772
Cosi Sandwich Bar,55 Broad Street,,New York,NY,10004,25-1,Casual Eating & Takeout,F-Cafe & Eatery,40.7053174,-74.0110854
Starbucks Coffee,55 Broad Street,,New York,NY,10004,25-1,Casual Eating & Takeout,F-Coffeehouse,40.7053174,-74.0110854
Bobby Van's Steakhouse,25 Broad Street,,New York,NY,10004,25-19,Full Service Dining,F-Steak,40.7060887,-74.0111372
Exchange Cleaners,25 Broad Street,,New York,NY,10004,25-19,Personal and Professional Services,P-Dry Cleaning,40.7060887,-74.0111372
Canali,25 Broad Street,,New York,NY,10005,25-19,Shopping,S-Apparel: Men's,40.7060887,-74.0111372
Bobby Van's Grill,25 Broad Street,,New York,NY,10004,25-19,Full Service Dining,F-Steak,40.7060887,-74.0111372
De Janeiro,27 William Street,,New York,NY,10005,25-27,Shopping,S-Apparel: Women's,40.7057679,-74.01019459999999
Blimpie,40 Exchange Place,,New York,NY,10005,25-27,Casual Eating & Takeout,F-Fast Food,40.7057883,-74.01024989999999
All Brands Office Equipment Inc.,40 Exchange Place,4th Floor,New York,NY,10005,25-27,Shopping,S-Office Supplies & Equipment,40.7057883,-74.01024989999999
"Sam Swick Leather Goods, Inc.",40 Exchange Place,Suite 1709,New York,NY,10005,25-27,Shopping,S-Leather & Luggage,40.7057883,-74.01024989999999
Minas Shoe Repair Inc.,40 Exchange Place,,New York,NY,10006,25-27,Personal and Professional Services,P-Shoe Repair/Shine,40.7057883,-74.01024989999999
The Irish Punt,40 Exchange Place,,New York,NY,10005,25-27,Full Service Dining,F-Irish Pub,40.7057883,-74.01024989999999
Cafe Doppio,55 Broad Street,,New York,NY,10004,25-32,Casual Eating & Takeout,F-Cafe & Eatery,40.7053174,-74.0110854
Hale and Hearty Soup,55 Broad Street,,New York,NY,10004,25-32,Casual Eating & Takeout,F-Soup,40.7053174,-74.0110854
Chase Bank,45 Wall Street,,New York,NY,10286,26-1,Personal and Professional Services,P-Banks and Check Cashing,40.7061778,-74.0099151
Black Label,43 Exchange Place,,New York,NY,10005,26-14,Personal and Professional Services,P-Spa,40.706057,-74.01035569999999
Tiffany & Co.,37 Wall Street,,New York,NY,10005,26-14,Shopping,S-Jeweler,40.70648,-74.0101672
Tourbillon,45 Wall Street,,New York,NY,10004,26-21,Shopping,S-Jeweler,40.7061778,-74.0099151
Cucina Bene,41 Exchange Place,,New York,NY,10004,26-21,Casual Eating & Takeout,F-Pizza,40.7062407,-74.0100679
Hermés,15 Broad Street,,New York,NY,10005,26-7501,Shopping,S-Apparel: Men's & Women's,40.7067114,-74.010457
Cipriani Wall Street,55 Wall Street,,New York,NY,10005,27-1,Full Service Dining,F-Italian,40.7060794,-74.0093213
Minas Shoe Repair Inc.,67 Wall Street,,New York,NY,10005,27-17,Personal and Professional Services,P-Shoe Repair/Shine,40.7055787,-74.0083779
BMW,67 Wall Street,,New York,NY,10005,27-17,Shopping,S-Cars,40.7055787,-74.0083779
Tumi,67 Wall Street,,New York,NY,10005,27-17,Shopping,S-Leather & Luggage,40.7055787,-74.0083779
Crumbs Bakeshop,87 Beaver Street,,New York,NY,,27-17,Casual Eating & Takeout,F-Bakery,40.7054218,-74.0086129
US Post Office-Hanover Finance Station,1 Hanover Street,,New York,NY,10005,27-9,Community Resources,C-Post Office,40.7056013,-74.0087755
